Title,SellerSKU,ASIN,,In Stock Level,List Price,CPU,In Stock Value,Supplier,Date Purchased,Notes,,,,
"B. Cumming Elbow Grease Original Lubricant Cream, 15-Ounce",WG03222017/4.75,B001BSJ1F0,,0,20.59,4.75,0,Walgreens,3/22/17,,,,,
Baby Abuelita Abuelito Pancho Musical Doll,TM11092016/4.48,B00B2HM9B8,,0,17.5,4.48,0,Tuesday Morning,11/9/16,,,,,
Baby Abuelita Rosa,TM11072016/4.48,B00B2HM9CC,,0,21,4.48,0,Tuesday Morning,11/7/16,,,,,
Baby Alive Ready For School Baby (African American),TRU12052016//21.36,B01BOV5L6G,,0,39.5,21.36,0,Toys R Us,12/5/16,,,,,
Baby Alive- Super Snacks- Snackin Sara with Bonus Pack- African American,WM10272016/53.36,B018ONHZZ2,,0,89,53.36,0,Walmart,10/27/16,,,,,
"Baby Aspen, Big Dreamzzz Baby Officer, 2-Piece Layette Set, Blue, 0-6 Months",TM01052017/5.8,B00KD3IAMY,,0,24.49,5.8,0,Tuesday Morning,1/5/17,,,,,
Baby's First Kisses (Assorted Clothing Styles),TM12022016-5.38,B00AM6UX9U,,0,23.99,5.38,0,Tuesday Morning,12/2/16,,,,,
BabyGanics Protective Ointment Non-Petroleum - 7.5 0z,WG01192017/2.53,B00BD0IC06,,0,17.99,2.53,0,Walgreens,1/19/17,,,,,
"Babystarters Sock Monkey Ceramic Bank, Brown (Discontinued by Manufacturer)",FBA06/11/6.40,B00GWZWGTA,,0,44.99,6.4,0,Tuesday Morning,6/10/16,,,,,
Back To School With The Secret Life of Pets 2 Composition Notebooks Pencils and Erasers Bundle,FBA07222016/4.81P2,B01I8ZXBLS,,0,15.09,4.81,0,Toys R Us,7/22/16,,,,,
Bactine Pain Relieving Cleansing Spray 5 oz (Pack of 2),NPS02032017/6.39,B00125UGCO,,0,17.48,6.39,0,NPS,2/3/17,,,,,
Barbie Appracadabra Magic Set,TM12022016--5.38,B00DSG5616,,0,17.5,5.38,0,Tuesday Morning,12/2/16,,,,,
Barbie Fashionistas Doll 33 Fab Fringe - Tall,TG01182017/4.53,B014AHMIIU,,0,13.92,4.53,0,Target,1/18/17,,,,,
Barbie Glamtastic Purse Kit,FBA04272016__100,B00DPM1BIA,,0,17.5,5.5,0,Walgreen,5/4/16,,,,,
Barbie Great Puppy Adventure 13 Piece Puppy Playset with Pink Doghouse,WM10272016//10.56,B015EKARQ2,,0,39.49,10.56,0,Walmart,10/27/16,,,,,
Barbie Sisters Surfing Barbie and Stacie Doll (2-Pack),FBA04142016__11,B00IVOUD2W,,0,27.44,16.02,0,Tuesday Morning,4/11/16,,,,,
Barbie The Look: Bronze Dress Doll,TM03092017/8.54,B00MYUHSOA,,0,21.95,8.54,0,Tuesday Morning,3/9/17,,,,,
"BareTraps Women's Hartman Boot, Black, 8.5 M US",FBA06132016/19.4,B00XQ8X35W,,0,45,19.4,0,Amazon,6/13/16,,,,,
Batwing Micro Drone,TM11232016/27.24,B01MSJ0RAX,,0,39.5,27.24,0,Tuesday Morning,11/23/16,,,,,
"Bausch and Lomb ReNu Multi-Purpose Solution, 12-Ounce Bottles (Pack of 2)",FBA08092016/8.53,B001ET76IU,,0,25.44,8.53,0,NPS,8/9/16,,,,,
"Bayer Women's Aspirin Plus Calcium Caplets, 81 mg, 60 count",FBA07072016/2.07,B00E6M4D0Q,,0,12.48,2.07,0,Rite Aid,7/7/16,,,,,
Baza Moisture Barrier Antifungal Cream - 2 Ounce Tube - Pack of 3,FBA_43,B0134EVB56,,0,26.99,1.6,0,NPS,9/6/16,,,,,
Be Koool Migraine Soft Gel Sheets,FBA08012016/1.38,B0096DWPKU,,0,8.37,1.38,0,Walgreens,8/1/16,,,,,
Beano Gas Relief Digestion (150 tablets) (300 tablets (2 bottles)),FBA08092016/19.21,B01F9DT5DK,,0,39.99,19.21,0,NPS,8/9/16,,,,,
"Beano, Tablets 30 ct (Pack of 4)",NPS11072016/6.41,B00FQRBWYK,,0,19.39,6.41,0,NPS,11/7/16,,,,,
Beatrix Potter Peter Rabbit 11 piece Mini Porcelain Child's Tea Set by Reutter Porzellan of Germany,FBA_1040,B007M49JTU,,0,31,9.07,0,NPS,1/13/17,,,,,
"Bedford Basics: A Workbook for Writers [Paperback] [Aug 13, 2012] Hacker, Diana and Van Goor, Wanda",FBA06392016/6.84,1457648571,,0,29.99,6.84,0,Amazon,6/30/16,,,,,
"Better Oats Steel Cut Oats with Flax, Apples and Cinnamon, 10 Pouches (Pack of 2)",FBA07302016/5.34,B00EKYXERI,,0,14.94,5.34,0,Big Lots,7/30/16,,,,,
"Beverly Hills Teddy Bear Company Mango Monkey 20"" Plush",FBA07012016/7.47,B00CXVJ0RI,,0,20.01,7.47,0,Tuesday Morning,7/1/16,,,,,
Beyblade BeyRaiderz Firegate Battle Set,TM11292016/8.07,B00EDBY88C,,0,24.95,8.07,0,Tuesday Morning,11/29/16,,,,,
Beyblade Shogun Steel Dojo Beylocker Case,TM12022016/3.58,B00CANHZ76,,0,15.5,3.58,0,Tuesday Morning,12/2/16,,,,,
Big Boss 9227 Milk Frother,FBA02212016__7,B00ET04TAE,,0,51,21.36,0,Tuesday Morning,2/19/16,,,,,
Big Boss Stainless Steel Electric Citrus Juicer,TM02102017/14.19,B00N1Z8X2I,,0,159.99,14.19,0,Tuesday Morning,2/10/17,,,,,
Big Hero 6 4-Inch Wasabi No-Ginger Action Figure,FBA07202016/5.39,B00M1YC0DS,,0,16.86,5.39,0,Walgreens,7/20/16,,,,,
"BioElectro Night Time Caplets & Sleep Aid Acetaminophen, Diphenhydramine, 24 Count",FBA08092016/2.58,B01FG5WUR4,,0,16.99,2.58,0,Walgreens,8/9/16,,,,,
"Biosleep Midnight Mint, 2 Fluid Ounce",FBA07072016/2.93,B00K711LZ0,,0,18,2.93,0,Rite Aid,7/7/16,,,,,
Biotech DermaSilk Flawless Erase - 0.75 fl oz,FBA08152016/8,B00DH3TODQ,,0,19.97,8,0,Rite Aid,8/15/16,,,,,
"Biscos Sugar Wafers, 8.5 Ounce (Pack of 6)",FBA07162016/9.36,B000FA158G,,0,28.9,9.36,0,Amazon,7/16/16,,,,,
Bistro 20pc drop forged 18/8 Stainless Steel Flatware/Silverware Set NEW,TM03092017/34.19,B01J5HB3JK,,0,2599.99,34.19,0,Tuesday Morning,3/9/17,,,,,
Black and Decker 6 - Speed Hand Mixer,FBA03282016__14,B00HFAJBOE,,0,32.71,18.69,0,Kohls,3/29/16,,,,,
"Blistex Nurture & Nourish Lip Protectant, SPF 0.15 oz (Pack of 4)",FBA04272016__96,B00H2ZPMFE,,0,10.04,3.38,0,NPS,4/27/16,,,,,
Blue Hat Radio Controlled - Battle Boxing Robots,TM11232016/16.34,B01G7JVFMY,,0,58.95,16.34,0,Tuesday Morning,11/23/16,,,,,
"Bodum 10709-565US Bistro 2-Slice Toaster with Bagel and Bun Warmer, Green",FBA06042016__11,B0026L6L9A,,0,77.99,32.04,0,NPS,6/3/16,,,,,
"Boericke and Tafel Homeopathic Triflora Arthritis Gel, 2.75 Ounce -- 3 per case.",NPS03092017/12.79,B002LME6UU,,0,31.99,12.79,0,NPS,3/9/17,,,,,
"Bogs Classic High Sweet Pea Waterproof Insulated Rain Boot (Toddler/Little Kid/Big Kid),  Black Multi, 3 M US Little Kid",FBA07262016/24.99,B00ARD3U6G,,0,79.95,24.99,0,Amazon,7/26/16,,,,,
"Bogs Classic High Sweet Pea Waterproof Insulated Rain Boot (Toddler/Little Kid/Big Kid),  Black Multi, 8 M US Toddler",FBA07262016_24.99,B00ARD3W1O,,0,64.99,24.99,0,Amazon,7/26/16,,,,,
Boo the World's Cutest Dog Backpack with Beret and Eiffel Tower,FBA08172016/15.38,B01J4OKFES,,0,37.41,15.38,0,Target,8/17/16,,,,,
Boots Indeed Laboratories Nanoblur 1.0 Fl Oz,FBA05142016__2,B00DLGO2SQ,,0,15.97,5.33,0,Walgreen,5/13/16,,,,,
BOOTS No7 Lift & Luminate Foundation Calico (SPF15),WG01262017/1.7,B00BN7M4AI,,0,24.99,1.7,0,Walgreens,1/26/17,,,,,
Boots No7 Lift & Luminate Foundation Chestnut,WG01262017/_6.4,B00JZQUWPI,,0,11.37,6.4,0,Walgreens,1/26/17,,,,,
Boots No7 Protect & Perfect Intense Advanced Anti Aging Serum Bottle - 1 oz (Single Bottle),WG02272017/14.09,B00POYBXVM,,0,29.39,14.09,0,Walgreens,2/27/17,,,,,
"Borgonovo Safe Cup Aerating Wine Glass, 18 Ounce - Set of 2",TM01052017/5.44,B009N23UFS,,0,23,5.44,0,Tuesday Morning,1/5/17,,,,,
Boston Warehouse Angelfish Colander,FBA04212016__14,B002M3MS3A,,0,26.99,5.97,0,Tuesday Morning,4/15/16,,,,,
"Brewers' Hot Sauce Selections, 3 Ounce (Pack of 6)",BL11282016//9.62,B00QHSU8YW,,0,29.9,9.62,0,Big Lots,11/28/16,,,,,
"Breyer ""Peace, Love and Horses"" Horse",FBA08242016_8.54,B00HSZ5MZI,,0,24.95,8.54,0,Tuesday Morning,8/24/16,,,,,
"Breyer ""Topsails Rien Maker"" - Traditional Toy Horse Model",TM09152016/15.19,B00AA9WWIY,,0,44.99,15.19,0,Tuesday Morning,9/15/16,,,,,
"Breyer 2015 Horse of The Year - Liam, Strawberry Roan Quarter Horse Toy",TM01262017/9.07,B00RBYV9OY,,0,39.95,9.07,0,Tuesday Morning,1/26/17,,,,,
"Breyer 2015 Horse of The Year - Liam, Strawberry Roan Quarter Horse Toy",TM01052017--9.07,B00RBYV9OY,,0,45.99,9.07,0,Tuesday Morning,1/5/17,,,,,
Breyer Horse Crazy Barn,TM12052016/16.34,B00HSZ5LI6,,0,37.5,16.34,0,Tuesday Morning,12/5/16,,,,,
Breyer Traditional Polo Saddle Set Limited Edition,TM01102017/18.16,B00RE9QZV8,,0,44.99,18.16,0,Tuesday Morning,1/10/17,,,,,
Breyer Weathermont Ethan,FBA04052016__21,B00K3O33DY,,0,43.09,21.36,0,Tuesday Morning,4/1/16,,,,,
BRIDESÂ® Gold Dots Invitation Kit,TG11042016-7.65,B010GJNWWW,,0,31.5,7.65,0,Target,11/4/16,,,,,
"Broadway Nails Real Life Glue-On Nail Kit, Real Short Length, Peach 24 ea ( Pack of 2)",FBA04272016__48,B004U26IWI,,0,14.49,1.28,0,Walgreen,4/30/16,,,,,
"Browne (746586) 9"" Jumbo Rotary Cheese Grater",FBA04142016__5,B0000DE4TZ,,0,35.55,16.02,0,Tuesday Morning,4/11/16,,,,,
Bubble Guppies Figure Pack - Goby & Ramp (Ramp Colors May Vary),TM01062017/3.62,B00AJWG39Q,,0,22.98,3.62,0,Tuesday Morning,1/6/17,,,,,
Build A Bear Workshop Purple Kitty Refill Pack,WM11162016//7.45,B01DT0MMH6,,0,14.9,7.45,0,Walmart,11/16/16,,,,,
Build A Bear Workshop Rainbow Bear Refill Pack,WM11162016/7.45,B01DT0MIY8,,0,13.7,7.45,0,Walmart,11/16/16,,,,,
C&H Light All Natural Sugar & Stevia Blend 2.4 oz (2 PACK),FBA07052016/1.71,B00TBUR634,,0,19.99,1.71,0,Big Lots,7/5/16,,,,,
"C&H Light All Natural Sugar & Stevia Blend 2.4 oz, 40 Packet box (Pack of 4) 160 TOTAL PACKETS",FBA060292016/4.12,B00GLGBZ24,,0,39.99,4.12,0,Big Lots,6/29/16,,,,,
Cabbage Patch Holiday Cuties - Christmas Mouse,FBA06042016__172,B00S73VQP0,,0,22.99,5.12,0,Tuesday Morning,7/1/16,,,,,
Cabbage Patch Holiday Cuties - Christmas Mouse,FBA07012016/5.12,B00S73VQP0,,0,34.98,5.12,0,Tuesday Morning,7/1/16,,,,,
Cabbage Patch Kid's Sittin' Pretty Toddler Doll,TG11222016/14.61,B000YXL7CS,,0,32.79,14.61,0,Target,11/22/16,,,,,
Cabelas Utility Bag (Pink) by Cabela's,FBA05232016__47,B019QZY3WA,,0,23.83,9.07,0,Cabela's,5/17/16,,,,,
Cabelas Utility Bag (Pink) by Cabela's,FBA05232016/9.07,B01N8S1H0E,,0,24.99,9.07,0,Cabela's,5/17/16,,,,,
Calgon Bath Beads Ocean Breeze Size: 26 Oz,FBA04212016__1,B004EDDTVG,,0,24.49,5,0,Big Lots,4/18/16,,,,,
"Callaway Footwear Women's Solaire Golf Shoe, White/Bone, 7 M US",FBA05232016__72,B00XV8FXB4,,0,39.99,19.99,0,Rock Bottom Golf,5/19/16,,,,,
"Calphalon Ceramic Nonstick Cookware Fry Pan, 8"", Black",FBA04142016__4,B00LUAPT32,,0,29.97,16.02,0,Tuesday Morning,4/11/16,,,,,
Calphalon Classic Bakeware 10-Inch Round Nonstick Angel Food Cake Pan,TM02162017/10.25,B0009EYIUK,,0,27.4,10.25,0,Tuesday Morning,2/16/17,,,,,
Calphalon Classic Bakeware 12-by-17-Inch Rectangular Nonstick Jelly Roll Pan,TM02162017//8.54,B0009EYISM,,0,20.44,8.54,0,Tuesday Morning,2/16/17,,,,,
Calphalon Classic Bakeware 16-Inch Round Nonstick Pizza Pan,TM02162017/8.54,B0009EYIWI,,0,34.99,8.54,0,Tuesday Morning,2/16/17,,,,,
Calphalon Classic Bakeware 24-Cup Nonstick Mini Muffin Pan,TM02092017/11.94,B0009EYIVE,,0,23.99,11.94,0,Tuesday Morning,2/9/17,,,,,
Calphalon Classic Bakeware 8-Inch Square Nonstick Cake Pan,TM02162017/7.68,B0009EYITG,,0,19.49,7.68,0,Tuesday Morning,2/16/17,,,,,
Calphalon Kitchen Essentials Cookie Sheet 2-pc. Set,TM01132017/9.45,B00MVIRLLK,,0,34.99,9.45,0,Tuesday Morning,1/13/17,,,,,
"Caltrate Bone & Joint Health Capsules, 30 Count",FBA06152016/12.81,B015ZRWWP8,,0,25,12.81,0,Walgreens,6/15/16,,,,,
Caltrate Minis + Minerals Size 150ct Caltrate Minis + Minerals 150ct,WG01052017/8.45,B00K7RQ1KE,,0,18.95,8.45,0,Walgreens,1/5/17,,,,,
Caltrate Minis + Minerals Size 150ct Caltrate Minis + Minerals 150ct,WG11162016/6.33,B00Y1N2UBE,,0,36.99,6.33,0,Walgreens,11/16/16,,,,,
Caltrate Minis + Minerals Size 150ct Caltrate Minis + Minerals 150ct,RA11112016/5.01,B00K7RQ1KE,,0,17.89,5.01,0,Rite Aid,11/11/16,,,,,
"Calvin Klein Men's Magnus Weave Emboss Slip-On Loafer, Red, 11.5 M US",FBA08042016/59.99,B016NBOWHQ,,0,99,59.99,0,Amazon,8/4/16,,,,,
Camo Marshmallow Blaster by Marshmallow Fun,FBA03142016__7,B014RZDHXU,,0,28.35,10.67,0,NPS,3/18/16,,,,,
"Camping / Hiking Backpack with Fun Accessories for 18"" Doll  - Our Generation - What a Trek",TG12062016/14.2,B00G7ZZ3FY,,0,39,14.2,0,Target,12/6/16,,,,,
Canon PG-40 Black Ink Cartridge,FBA08162016/6.36,B000A2BJ44,,0,22.99,6.36,0,Rite Aid,8/16/16,,,,,
Canson C100516311 8 .5 in. x 11 in. Ultra Range Inkjet Papers Canvas Sheets,FBA07252016/7.68,B00SA7VO1Y,,0,22.92,7.68,0,Tuesday Morning,7/25/16,,,,,
Canson Digital Ultra Photographer Photo Glossy Brillant Paper Inkjet Printers 20 Sheets,TM09152016/4.56,B01FRBVG18,,0,10.81,4.56,0,Tuesday Morning,9/15/16,,,,,
Captain America Civil War Poly 3 Ring Folder 1 Subject Notebook Pencil Case School Supply Bundle,FBA07212016/3.40-CW2,B01I7EIX7W,,0,12.75,3.4,0,Toys R Us,7/21/16,,,,,
Care Bears Glow-A-Lot Bedtime Plush,TRU12052016/16.02,B015SNJI2O,,0,38,16.02,0,Toys R Us,12/5/16,,,,,
Care Bears Grumpy Bear Blue medium Plush Stuffed Toy 12,FBA08092016/7.2,B018WLUF7G,,0,24.5,7.2,0,Big Lots,8/9/16,,,,,
"Caress Body Wash, Velvet Bliss, 18Ounces Bottles (Pack of 3)",NPS10222016/9.58,B002TSA934,,0,36.99,9.58,0,NPS,10/22/16,,,,,
"Carter's 3 Piece Cardigan Set, Handsome, 6 Months",FBA05232016__7,B0194MATQO,,0,19,9.62,0,Kohl's,5/13/16,,,,,
"Carter's Chambray Romper, Blue, 3 Months",FBA05232016__14,B019GTO6HS,,0,18.99,5.98,0,Kholes,5/13/16,,,,,
"Carter's Every Step Bobby Stage 2 Shoes (Infant/Toddler),Light Grey,4 M US Toddler",FBA05232016__40,B00FF4XSRI,,0,16.99,4.77,0,Amazon,5/19/16,,,,,
Cartoon Network Yo-Kai Watch Jibanyan Power Insulated Lunch Box,FBA08082016_0,B01HUPJWRE,,0,21.95,0,0,Toys R Us,8/9/16,,,,,
Cartoon Network Yo-Kai Watch Jibanyan Power Insulated Lunch Box,FBATRU08242016/8.54,B01HUPJWRE,,0,28.95,8.54,0,Toys R Us,8/24/16,,,,,
Catwoman Makeup Beauty Book,WG11022016/6.41,B01M08SNKX,,0,15.65,6.41,0,Walgreens,11/2/16,,,,,
Cellas Dark Chocolate Covered,BL11302016/4.33,B017LN0M5G,,0,16.44,4.33,0,Big Lots,11/30/16,,,,,
"Centrum Kids Multivitamin/Multimineral Supplement (Cherry, Orange, & Fruit Punch Flavor, 150-Count Chewables)",FBA05232016__64,B003G4BPHO,,0,34.97,3.33,0,Rite Aid,5/27/16,,,,,
"Centrum Kids Multivitamin/Multimineral Supplement (Cherry, Orange, & Fruit Punch Flavor, 150-Count Chewables)",RA09202016/2.9,B003G4BPHO,,0,42.99,2.9,0,Rite Aid,9/20/16,,,,,
"CeraStone CCFPN08 Ceracomm Professional/Restaurant Grade Non Stick Fry Pan, 8-Inch, Satin",TM11112016/13.45,B00F9V7FBM,,0,32.99,13.45,0,Tuesday Morning,11/11/16,,,,,
"CeraStone CCFPN12 Ceracomm Professional/Restaurant Grade Non Stick Fry Pan, 12-Inch, Satin",TM10222016/25.59,B00F9V7KTO,,0,54.95,25.59,0,Tuesday Morning,10/22/16,,,,,
"CeraVe Itch Relief Moisturizing Lotion, 8 Ounce",FBA07272016/4.26,B01761062W,,0,22.99,4.26,0,Walgreens,7/27/16,,,,,
"CeraVe Special Use Cream, Hydrocortisone AntiItch, 1 Ounce",FBA07272016/1.86,B00Y7QTD8I,,0,8.99,1.86,0,Walgreens,7/27/16,,,,,
Chatsters - Gabby Interactive Doll,FBA08242016/17.09,B00J3LXMOS,,0,51.5,17.09,0,Tuesday Morning,8/24/16,,,,,
Check Up America Cholesterol Panel,WG10142016/9.28,B001S19UOC,,0,23.49,9.18,0,Walgreens,10/14/16,,,,,
CHEFS Ceramic Nonstick Electric Skillet,FBA07252016/42.73,B01708OD6G,,0,174.99,42.73,0,Tuesday Morning,7/25/16,,,,,
CHEFS Fresh Valley Farm Canisters,FBA04212016__18,B00XUW01I6,,0,31.3,10.67,0,Tuesday Morning,4/19/16,,,,,
"CHEFS Kitchen Tool Crock, Red",FBA_1647,B008SD0T6G,,0,72.98,11.75,0,Tuesday Morning,2/9/17,,,,,
"CHEFS Kitchen Tool Crock, Red",TM01062017/11.62,B008SD0T6G,,0,64.99,11.62,0,Tuesday Morning,1/6/17,,,,,
"CHEFS Kitchen Tool Crock, Red",TM02102017/11.62,B008SD0T6G,,0,74.99,11.62,0,Tuesday Morning,2/10/17,,,,,
"CHEFS Kitchen Tool Crock, Yellow (Yellow)",TM02092017/11.75,B00KD7YPU6,,0,49.99,11.75,0,Tuesday Morning,2/9/17,,,,,
"CHEFS Kitchen Tool Crock, Yellow (Yellow)",FBA0611/17.09,B00KD7YPU6,,0,45.92,17.09,0,Tuesday Morning,4/19/16,,,,,
"CHEFS Knife Tray, 9-Slot: black, 9 slot",FBA04212016__20,B0134K0MI2,,0,24.99,12.81,0,Tuesday Morning,4/19/16,,,,,
"CHEFS Stainless-Steel Bistro Flatware Set, 20-Piece",TM03102017/34.19,B00C6FN4A0,,0,2599.99,34.19,0,Tuesday Morning,3/10/17,,,,,
"CHEFS Stainless-Steel Bistro Flatware Set, 20-Piece",TM03092017/34.18,B00DODCN0K,,0,99,34.18,0,Tuesday Morning,3/9/17,,,,,
"CHEFS Stainless-Steel Bistro Flatware Set, 20-Piece: Black",TM01062017//36.32,B009P8ECP2,,0,199.99,36.32,0,Tuesday Morning,1/6/17,,,,,
"CHEFS Stoneware Mugs, Set of 4: turquoise, set of 4",TM11082016/8.97,B0134LJ7MS,,0,39.99,8.97,0,Tuesday Morning,11/8/16,,,,,
Children's Sudafed Pe Cold & Cough Non-Drowsy Liquid-Grape-4 oz,FBA08162016/1.96,B0037LGESQ,,0,8.48,1.96,0,Rite Aid,8/16/16,,,,,
Children's Sudafed PE Nasal Decongestant Non-drowsy Raspberry Flavor Liquid  4-Ounce (Pack of 2),FBA08182016/4.53,B003NSUBE6,,0,26.99,4.53,0,Rite Aid,8/18/16,,,,,
"Childrenâ€™s Zyrtec Dissolve Tabs, Citrus, 24 Count",FBAWG08302016/5.27,B004E0QGOQ,,0,26.49,5.27,0,Walgreens,8/30/16,,,,,
"Childrenâ€™s Zyrtec Dissolve Tabs, Citrus, 24 Count",WG01192017//5.63,B004E0QGOQ,,0,22.5,5.63,0,Walgreens,1/19/17,,,,,
Chili Sauce Gift Set 5 Levels of Heat BBQ Garlic Hot and Extra Hot,TM02092017/4.59,B01N3MBCOW,,0,18.99,4.59,0,Tuesday Morning,2/9/17,,,,,
Chuck & Friends Boomer The Fire Truck,FBA08242016/8.54,B00KZMVOCQ,,0,32.99,8.54,0,Tuesday Morning,8/24/16,,,,,
"Circleware Ceramic Buffet, 1.5 Qt, Square Casserole",TM01102017/10.89,B013MA4O8I,,0,34,10.89,0,Tuesday Morning,1/10/17,,,,,
"Circleware Ceramic Chafer Double Buffet Server/warmer/baker Serving Tray with Glass Lid and Chrome Metal Serving Stand, 1 Quart Each,16""w x 9.75""D x 5""H , Serveware Cookware Bakeware",TM11232016/8.16,B00TUUTNMW,,0,39.89,8.16,0,Tuesday Morning,11/23/16,,,,,
"Circleware Shake Solar Ring Footed Glass Ice Cream Sundae/milk Shake Delis Split Dessert Glasses/dish, Set of 4, 13.19 Ounce Each, Glassware Serveware Drinkware Dessert/ Drinking Glasses/cups",TM01262017/5.81,B018WIXG6G,,0,24.95,5.81,0,Tuesday Morning,1/26/17,,,,,
Circulon Symmetry Chocolate Hard Anodized Nonstick 6-Qt. Covered Chef Pan with Helper Handle,FBA03282016_4,B0093FWZ6K,,0,115.99,21.36,0,Tuesday Morning,3/24/16,,,,,
Circulon Symmetry Hard Anodized Nonstick 4-Quart Covered Saucepot,FBA08222016/25.96,B005GYUPCI,,0,78.95,25.96,0,Tuesday Morning,8/22/16,,,,,
Circulon Symmetry Hard Anodized Nonstick 4-Quart Covered Saucepot,FBA06302016/32.04,B005GYUPCI,,0,65.59,32.04,0,Tuesday Morning,6/30/16,,,,,
Circulon Symmetry Hard Anodized Nonstick 4-Quart Covered Saucepot,FBA03052016__12,B005GYUPCI,,0,64.75,53.41,0,Tuesday Morning,2/27/16,,,,,
Citrucel Sugar Free Fiber Supplement Powder-Orange-16.9 oz.,NPS10222016/10.67,B000YMDVP0,,0,31.99,10.67,0,NPS,10/22/16,,,,,
Clairol Professional Smooth Leave-In Balm,FBA08092016/2.21,B008TYP9MS,,0,13.49,2.21,0,Big Lots,8/9/16,,,,,
Classical and Contemporary Sociological Theory: Text and Readings,TXT09032016/2,076192793X,,0,16.5,2,0,Yard Sale,9/3/16,,,,,
"Clear Complete Scalp Care Anti Dandruff Conditioner Cucumber and Mint 12.7 Ounce, 1 ct",WG01252017/2.86,B01B4J5ZIC,,0,14.99,2.86,0,Walgreens,1/25/17,,,,,
Clear Dash HD,WG01122017/14.09,B01IRG8MJ4,,0,29.99,14.09,0,Walgreens,1/12/17,,,,,
"Clear Eyes Redness Relief Drops, 0.50 ounces (Pack of 6)",NPS09232016/9.55,B01GY11B4M,,0,23.99,9.55,0,NPS,9/23/16,,,,,
"Clear Eyes Redness Relief Drops, 0.50 ounces (Pack of 6)",NPS02162017/7.16,B01GY11B4M,,0,24.2,7.16,0,NPS,2/16/17,,,,,
"Clear Men Scalp Therapy 2 in 1 Shampoo + Conditioner, Scalp Comfort Anti-Dandruff 12.9 oz",BL02272017/2.42,B00AE07932,,0,17.99,2.42,0,Big Lots,2/27/17,,,,,
Clear TV Digital Indoor Antenna,RA01122017/7.43,B01GI31TTS,,0,19,7.43,0,Walgreens,1/12/17,,,,,
Clearblue Easy Fertility Monitor 30 Test Sticks,FBAWG09022016/17.89,B008CYKLNW,,0,55.99,17.89,0,Walgreens,9/2/16,,,,,
ClearTV X-72 HDTV Digital Indoor Antenna,RA11092016/3.48,B00EO8L5TE,,0,15.99,3.48,0,Rite Aid,11/9/16,,,,,
Cln&Clr Adv Acne 3n1 Foam Size 8z Clean & Clear Advantage Acne 3in1 Foam Wash 8z,RA03172017/4.12,B00N7PE3S0,,0,20.99,4.12,0,Rite Aid,3/17/17,,,,,
Clue Junior Game,FBA06042016__10,B015TQFPDG,,0,24.01,10.67,0,NPS,6/3/16,,,,,
Clue the Card Game,YS09102016/.5,B000067UX9,,0,17.75,0.5,0,Yard Sale,9/10/16,,,,,
Coffee Maker Battery Operated with Lights and Sounds,FBA08222016/4.14,B00BGBPB9M,,0,16.9,4.15,0,Tuesday Morning,8/22/16,,,,,
Colace Clear Soft Gels Size 28ct Colace Clear Soft Gels 50mg 28ct,WG09082016/9.62,B01FGD6ZHM,,0,35.5,9.62,0,Walgreens,9/8/16,,,,,
Colace Clear Soft Gels Size 28ct Colace Clear Soft Gels 50mg 28ct,NPS10222016/17.6,B01FGD6ZHM,,0,40.99,17.6,0,NPS,10/22/16,,,,,
Colgate Enamel Health Mineral Repair Toothpaste - 4 oz - Mint Burst,FBA05092016__44,B01BZCDKSU,,0,12.99,4.27,0,Walgreen,5/6/16,,,,,
"Colgate Enamel Health Mint Burst Mineral Repair, 4.0 Oz (Pack of 2)",FBA04212016__26,B01BZCI23I,,0,20.99,2.54,0,Walgreen,4/20/16,,,,,
"Collection Baroque Premium Heavyweight Plastic 10.75"" Dinner Plates Set of 10",TM02102017/8.87,B016PB8WNE,,0,24.99,8.87,0,Tuesday Morning,2/10/17,,,,,
"College Reading: The Science and Strategies of Expert Readers (Explore Our New Dev. English 1st Editions) [Paperback] [Jan 04, 2013] Zadina, Janet Nay; Smilkstein, Rita; Daiek, Deborah and Anter",TXT08052016/8.49,1111350019,,0,53.99,8.49,0,Amazon,8/5/16,,,,,
"Columbia Men's Perfect Cast Polo, X-Large, Collegiate Navy",FBA05092016__46,B0089MUQ0K,,0,24.6,9,0,Amazon,5/9/16,,,,,
"Columbia Men's Perfect Cast Polo, XX-Large, Collegiate Navy",FBA06042016/9.47,B0089MUQ78,,0,24.38,9.47,0,Amazon,5/4/16,,,,,
Conair Cordless/Rechargeable i-Stubble The Ultimate Trimmer,FBA07052016/12.81,B007P9M1LA,,0,29.99,12.81,0,Tuesday Morning,7/5/16,,,,,
Concepts in Federal Taxation 2014,TXT08042016/9.78,128518050X,,0,24,9.78,0,Amazon,8/4/16,,,,,
"Converse Baby Booties Set for Infant Boys and Girls (0-6 Months) Black, 0 - 6 Months",FBA05232016__13,B00845OGLM,,0,20.92,7.85,0,Kholes,5/13/16,,,,,
Copic Empty Wallet 24 Slots-Stores Ciao & Sketch Markers,FBA07012016--4.69,B016LI7C3W,,0,28.9,4.69,0,Tuesday Morning,7/1/16,,,,,
Copic Empty Wallet 24 Slots-Stores Ciao & Sketch Markers,FBA07012016--5.33,B016LI7C3W,,0,19.86,5.33,0,Tuesday Morning,7/1/16,,,,,
